longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,,ocean_proximity,income_cat,,median_house_value,median_house_value prediction
-118,33.91,19,5166,770,2374,753,5.979,,<1H OCEAN,4,,285200,289386
-118.37,33.81,36,2031,339,817,337,5.1271,,NEAR OCEAN,4,,458300,381493.09
-117.97,33.66,14,6090,1338,1974,1248,2.8061,,<1H OCEAN,2,,180300,195275
-117.17,33.28,16,1921,312,862,280,5.1786,,<1H OCEAN,4,,376800,236761.02
-119.88,36.81,30,2288,474,1435,425,1.3221,,INLAND,1,,61200,56886
-117.74,34.05,29,2452,700,3029,665,2.1354,,INLAND,2,,110700,116366
-117.13,32.79,35,1458,262,723,257,4.2098,,NEAR OCEAN,3,,174100,172186
-122.06,37.65,33,1227,286,848,291,3.8036,,NEAR BAY,3,,158200,171273
-118.3,33.99,47,2212,533,1903,554,1.9853,,<1H OCEAN,2,,101100,105231
-118.06,35.68,15,1962,403,730,321,2.25,,INLAND,2,,67500,86377
-118.38,33.89,35,1778,330,732,312,6.5745,,<1H OCEAN,5,,379300,430372.21
-122.45,37.73,52,2510,438,1153,407,5.1238,,NEAR BAY,4,,335100,322455.06
-121.97,37.24,35,2553,533,1117,498,4.4063,,<1H OCEAN,3,,436100,275769
-118.14,33.95,44,1812,338,822,314,6.7744,,<1H OCEAN,5,,294100,400710.24
-121.97,37.53,35,2277,420,1353,413,4.75,,<1H OCEAN,4,,197000,218939
-118.15,34.86,10,4597,1009,2227,821,2.6149,,INLAND,2,,83500,105026
-117.2,32.86,4,4308,1095,1923,932,3.9356,,NEAR OCEAN,3,,267000,225193
-118.3,34.01,52,1444,343,1154,334,2.0625,,<1H OCEAN,2,,134400,115045
-117.98,33.79,35,2356,478,1659,480,4.1115,,<1H OCEAN,3,,179700,189041
-122.42,37.62,43,2367,409,1141,400,4.8295,,NEAR OCEAN,4,,319000,291242
-118.2,33.94,42,618,163,680,179,3.3472,,<1H OCEAN,3,,154200,131074
-117.01,32.81,21,4203,618,1620,600,5.3441,,<1H OCEAN,4,,193500,221397
-116.98,32.74,17,3943,843,1995,766,2.6944,,<1H OCEAN,2,,158300,149097
-122.01,37.53,19,4572,712,2346,709,6.0667,,NEAR BAY,5,,245700,312103.02
-117.92,34.03,32,1819,375,1728,375,3.975,,<1H OCEAN,3,,162400,159019
-123.17,39.15,30,1904,331,816,325,4.425,,<1H OCEAN,3,,161900,185653
-123.76,41.03,24,2386,565,1058,414,2.0644,,<1H OCEAN,2,,79800,76355
-122.44,37.73,46,3581,758,1670,703,4.1932,,NEAR BAY,3,,269200,278182.02
-120.43,34.93,10,2980,585,1593,562,3.285,,<1H OCEAN,3,,218300,167625
-122.42,37.64,41,98,20,68,19,2.225,,NEAR OCEAN,2,,212500,266354.01
-117.98,34.14,27,6341,1289,2899,1192,3.6336,,INLAND,3,,235200,175717
-122.3,37.91,40,2866,617,1305,589,3.6321,,NEAR BAY,3,,209100,215022
-118.32,33.8,29,4317,1037,2102,959,3.1275,,<1H OCEAN,3,,286400,280101
-118.41,34.04,49,601,95,228,106,8.0239,,<1H OCEAN,5,,500001,454665.63
-121.94,37.34,36,3142,632,1372,560,5.0175,,<1H OCEAN,4,,246100,298038.03
-117.21,32.84,34,2158,366,1046,335,4.5402,,NEAR OCEAN,4,,182100,205078
-118.12,34.16,30,1762,416,940,398,2.8631,,<1H OCEAN,2,,188600,192856.01
-119.87,36.54,34,1370,287,818,269,2.4044,,INLAND,2,,72500,72645
-117.92,33.94,30,2506,394,1255,421,4.7813,,<1H OCEAN,4,,198200,215907
-118.09,33.75,32,6239,974,2615,950,6.6188,,NEAR OCEAN,5,,380000,447203.36
-118.28,34,46,1650,463,1992,458,2.3403,,<1H OCEAN,2,,114100,123974
-119.29,36.54,18,2581,628,2732,592,1.8429,,INLAND,2,,58300,60836
-121.92,36.55,37,2190,419,490,300,3.7852,,NEAR OCEAN,3,,465800,354364.07
-118.44,34.16,35,3080,642,1362,623,4.1218,,<1H OCEAN,3,,328500,343680.02
-122.26,37.84,52,696,191,345,174,2.6736,,NEAR BAY,2,,191300,153520
-119.76,36.79,26,3654,837,1976,830,2.1544,,INLAND,2,,72800,73365
-119.73,36.73,9,1621,428,678,394,2.2437,,INLAND,2,,54200,79216
-118.99,35.3,33,2248,434,1461,405,2.9402,,INLAND,2,,56200,71895
-118.2,34.02,49,1098,317,1411,301,2.75,,<1H OCEAN,2,,146000,137968.01
-118.47,34.05,25,2689,719,1229,663,3.5909,,<1H OCEAN,3,,500001,415702.22
-118.18,33.88,47,882,185,536,174,4.625,,<1H OCEAN,4,,163000,174469
-117.93,33.83,30,1561,381,1104,391,3.375,,<1H OCEAN,3,,201900,187439
-122.47,37.78,52,2635,587,1302,577,3.7292,,NEAR BAY,3,,416700,404799.06
-121.73,38,3,9217,1522,3578,1272,5.0016,,INLAND,4,,189100,173285
-121.97,37.25,32,2892,496,1193,492,6.131,,<1H OCEAN,5,,367800,338996.01
-122.71,38.44,27,966,251,462,230,1.7,,<1H OCEAN,2,,350000,155112
-117.72,33.62,19,5777,1261,1711,1225,2.7634,,<1H OCEAN,2,,86900,153721
-122.46,37.72,52,2951,406,1115,397,6.7228,,NEAR OCEAN,5,,405200,419513.23
-121.23,37.84,28,1347,241,713,225,4.0208,,INLAND,3,,155700,141452
-117.53,33.88,22,2855,667,2453,624,3.1312,,INLAND,3,,91000,128419
-117.25,32.82,23,6139,826,2036,807,9.5245,,NEAR OCEAN,5,,500001,483024.76
-118.15,34.04,33,818,195,664,198,2.1944,,<1H OCEAN,2,,203300,173298.01
-119.79,36.79,19,1524,448,960,386,1.5122,,INLAND,2,,47500,62362
-122.05,37.63,5,3785,936,2240,792,3.2829,,NEAR BAY,3,,162500,212875
-121.32,38.62,29,2430,448,1087,394,3.0864,,INLAND,3,,177900,131822
-121.82,38.01,47,1265,254,587,247,2.6364,,INLAND,2,,93500,109701
-122.26,38.03,25,2239,361,928,353,4.4474,,NEAR BAY,3,,203700,188216
-118,33.75,26,1382,387,1977,368,2.7589,,<1H OCEAN,2,,137500,191370
-118.07,33.85,16,3771,606,2196,564,7.0113,,<1H OCEAN,5,,319700,353263.03
-121.92,37.73,24,1407,327,501,295,2.4821,,<1H OCEAN,2,,157200,165693
-122.56,37.95,34,2677,411,933,410,6.1444,,NEAR OCEAN,5,,500001,416617.2
-117.29,34.13,44,2337,563,1238,467,1.5156,,INLAND,2,,75800,73925
-118.08,33.99,38,1683,328,1369,339,3.6196,,<1H OCEAN,3,,170700,166348
-121.68,39.82,15,3996,748,1786,728,3.5189,,INLAND,3,,141300,116083
-121.89,37.26,25,3319,531,1560,502,5.8479,,<1H OCEAN,4,,263300,268207
-117.05,34.04,23,3967,766,1518,698,2.29,,INLAND,2,,111800,106250
-117.84,33.9,24,1723,223,707,219,7.0352,,<1H OCEAN,5,,299600,301866.03
-117.93,33.94,28,3664,719,1820,657,4.225,,<1H OCEAN,3,,224700,207424
-117.94,33.78,34,2627,468,1409,450,4.7731,,<1H OCEAN,4,,199200,202954
-117.29,35.54,35,7922,1636,3431,1329,3.4145,,INLAND,3,,40400,80468
-116.88,33.93,37,1495,429,865,342,1.2188,,INLAND,1,,55000,87041
-117.88,33.84,34,1410,214,837,240,6.1168,,<1H OCEAN,5,,213900,266086.01
-117.49,33.99,21,2050,392,1153,336,4.84,,INLAND,4,,116400,150553
-117.98,34.03,21,797,162,484,166,2.625,,<1H OCEAN,2,,191100,179607.02
-119.23,34.19,16,5297,810,1489,667,6.4522,,NEAR OCEAN,5,,500001,394638.26
-117.86,33.75,13,1632,598,3356,659,1.5054,,<1H OCEAN,2,,137500,166684
-118.43,34.01,27,3133,1021,2242,1002,2.697,,<1H OCEAN,2,,412500,303197.01
-122.31,38.01,18,4123,874,1895,772,3.2759,,NEAR BAY,3,,195000,158579
-122.43,37.79,52,3486,847,1248,813,7.2623,,NEAR BAY,5,,500001,425727.46
-118.19,33.95,42,1651,463,1559,436,2.3882,,<1H OCEAN,2,,148100,152260
-117.11,32.91,15,1840,235,855,241,7.5992,,<1H OCEAN,5,,310600,317463.02
-118.47,34.04,32,2909,748,1310,706,4.516,,<1H OCEAN,4,,350000,425712.38
-122.42,37.75,52,2163,607,1447,546,3.3555,,NEAR BAY,3,,275000,310277
-117.34,34.08,35,1380,248,730,264,3.2305,,INLAND,3,,93700,96518
-122.06,37.99,17,1319,316,384,269,1.8229,,NEAR BAY,2,,137500,144453
-122.06,37.54,20,6483,1068,3526,1060,5.0838,,NEAR BAY,4,,248200,253443
-117.14,32.74,16,6075,1816,2592,1634,2.5553,,NEAR OCEAN,2,,178100,156766
-122.07,38,37,978,202,462,184,3.625,,NEAR BAY,3,,156300,160463
-122.35,40.57,18,2226,490,859,451,1.6821,,INLAND,2,,69400,75855
-121.37,38.69,35,1093,192,590,190,2.7009,,INLAND,2,,80200,99140
-120.19,36.6,25,875,214,931,214,1.5536,,INLAND,2,,58300,51935
-121.28,38.03,11,826,150,684,166,3.9265,,INLAND,3,,107400,139562
-117.51,33.95,12,9016,1486,4285,1457,4.9984,,INLAND,4,,169100,169908
-118.36,33.88,31,2518,543,1107,508,4.7404,,<1H OCEAN,4,,295800,288748
-122.3,37.97,35,1811,377,911,340,3.375,,NEAR BAY,3,,149700,146878
-120.87,37.76,16,1174,249,601,242,1.7143,,INLAND,2,,113300,107919
-115.73,33.09,27,452,103,258,61,2.9,,INLAND,2,,87500,88335
-121.22,37.79,38,2152,451,1320,457,2.5025,,INLAND,2,,101900,100474
-121.98,37.95,14,6290,854,2724,820,6.7371,,INLAND,5,,267400,280548.01
-121.79,37.67,26,2163,339,947,346,6.0797,,INLAND,5,,211000,233521
-117.9,33.9,18,3821,576,1430,568,6.9399,,<1H OCEAN,5,,349600,316112.02
-122.04,37.85,27,6039,780,2181,761,9.5862,,NEAR BAY,5,,469400,471850.68
-119.73,34.42,25,2024,312,907,335,5.4127,,NEAR OCEAN,4,,392800,339564
-116.44,33.77,18,4872,1110,955,656,2.2439,,INLAND,2,,97500,154645
-117.31,34.17,25,2795,596,1650,569,3.0078,,INLAND,3,,87100,100450
-117.14,32.8,35,1267,212,710,204,2.5368,,NEAR OCEAN,2,,169600,146573
-122.13,37.7,43,3046,557,1333,544,3.4583,,NEAR BAY,3,,183700,195818
-122.48,38.31,29,2375,560,1124,502,2.3276,,<1H OCEAN,2,,166200,180837.01
-118.37,33.88,44,1325,245,669,253,4.4211,,<1H OCEAN,3,,324000,330979.01
-121.45,38.64,23,1481,343,1079,315,1.867,,INLAND,2,,60600,70178
-122.57,38.02,33,9531,1487,3798,1409,5.6512,,NEAR BAY,4,,314000,349813.03
-118.02,33.79,23,6368,1030,3281,1001,6.1142,,<1H OCEAN,5,,240400,299415.01
-124.07,40.87,47,1765,326,796,333,2.2138,,NEAR OCEAN,2,,99200,82818
-116.91,34.24,23,6379,1636,1350,568,1.6336,,INLAND,2,,124500,87749
-117.65,33.62,15,2708,410,1140,389,6.2899,,<1H OCEAN,5,,275000,306090
-116.94,32.81,8,2517,632,1686,613,2.136,,<1H OCEAN,2,,143500,139129.01
-119.78,36.76,50,1343,322,1063,342,1.75,,INLAND,2,,49800,54009
-122.05,38,16,1085,217,356,232,2.3462,,NEAR BAY,2,,75000,140110
-122.24,37.49,30,2956,590,1191,594,3.7463,,NEAR OCEAN,3,,427600,297135
-121.46,38.54,39,1453,324,843,281,1.7692,,INLAND,2,,63900,69187
-117.93,33.95,31,3600,468,1382,435,7.4597,,<1H OCEAN,5,,500001,386017.09
-117.96,33.69,20,3123,441,1319,432,6.091,,<1H OCEAN,5,,290400,294243
-122.04,37.96,27,2587,729,1500,623,1.837,,NEAR BAY,2,,175000,147696
-121.3,37.97,52,2259,417,766,385,2.2981,,INLAND,2,,105400,104697
-121.74,37.35,34,440,90,217,93,5.2327,,<1H OCEAN,4,,500001,284867.04
-121.58,39.14,52,662,160,520,149,0.8928,,INLAND,1,,55000,94447
-119.75,36.71,38,1481,,1543,372,1.4577,,INLAND,1,,49800,49272
-118.36,33.98,29,2861,816,1715,775,2.7712,,<1H OCEAN,2,,160900,168431
-122.18,37.73,42,909,215,646,198,2.9063,,NEAR BAY,2,,80000,150016
-122.64,38.87,16,1177,240,519,199,1.5739,,INLAND,2,,73500,87359
-120.72,38.42,17,5654,1085,2237,953,3.0465,,INLAND,3,,144100,129037
-118.2,33.77,24,2404,819,1566,753,1.5076,,NEAR OCEAN,2,,145800,163342
-118.43,34.2,28,3386,,2240,737,3.0221,,<1H OCEAN,3,,290100,208980
-122.74,38.44,23,2819,612,1644,546,2.6576,,<1H OCEAN,2,,147900,157480
-118.12,33.91,35,620,122,381,124,3.7917,,<1H OCEAN,3,,183900,188788
-118.03,33.95,37,1772,321,934,326,4.1471,,<1H OCEAN,3,,177800,195489
-122.76,38.46,14,4794,767,2252,768,4.2061,,<1H OCEAN,3,,213100,206690
-121.83,37.28,33,1115,250,1168,261,3.9009,,<1H OCEAN,3,,178600,168025
-118.48,34.25,35,1865,335,1074,337,5.1068,,<1H OCEAN,4,,223300,216626
-121.35,38.28,17,2756,557,1986,530,3.2234,,INLAND,3,,82000,114181
-118.18,33.82,43,2210,469,1042,418,3.5,,NEAR OCEAN,3,,216700,247940
-122.02,37.01,20,1005,138,345,129,10.0968,,NEAR OCEAN,5,,500001,494801.89
-117.67,33.49,10,366,61,128,61,8.163,,<1H OCEAN,5,,250000,383070.07
-117.59,34.13,10,20263,3915,9716,3744,3.8505,,INLAND,3,,169600,154858
-117.89,34.09,35,1205,330,583,319,2.3971,,<1H OCEAN,2,,188900,179801.01
-122.68,38.43,29,488,63,161,62,6.0774,,<1H OCEAN,5,,334400,340729.1
-118.32,33.87,28,3763,762,1967,724,5.3244,,<1H OCEAN,4,,271900,293527.02
-118.58,34.06,25,4440,693,1560,636,8.8666,,<1H OCEAN,5,,500001,480317.74
-118.03,33.96,37,1180,256,614,242,3.117,,<1H OCEAN,3,,164600,185996
-117.81,33.82,20,2819,319,1019,319,12.2092,,<1H OCEAN,5,,500001,490842.8
-122.15,37.41,29,473,103,359,87,7.0309,,NEAR BAY,5,,475000,417073.37
-116.87,33.57,12,1153,265,446,195,3.038,,INLAND,3,,128100,168896
-121.72,37.7,17,1671,352,729,252,6.1023,,INLAND,5,,450000,229679
-122.26,38,6,678,104,318,91,5.2375,,NEAR BAY,4,,246400,228432.01
-118.25,34.14,13,3487,1131,3749,1072,2.1602,,<1H OCEAN,2,,221900,209376
-118.4,33.86,41,2237,597,938,523,4.7105,,<1H OCEAN,4,,500001,413591.15
-117.18,33.15,7,6225,1683,5410,1580,2.32,,<1H OCEAN,2,,117500,144701
-117.33,34.12,33,933,219,838,211,1.3417,,INLAND,1,,69000,65420
-117.98,33.68,14,3396,477,1542,472,7.3982,,<1H OCEAN,5,,369100,363921.05
-122.46,37.78,52,2051,552,1400,510,3.2396,,NEAR BAY,3,,375000,406730.03
-122.33,37.97,45,1982,376,1179,398,3.5463,,NEAR BAY,3,,130800,134838
-122.31,37.56,45,1792,301,829,318,4.9013,,NEAR OCEAN,4,,330100,327315.02
-118.13,33.86,45,1866,343,919,344,3.5833,,<1H OCEAN,3,,200200,228555
-118.42,34.18,30,1323,353,856,333,3.3594,,<1H OCEAN,3,,202200,227503
-121.52,38.9,32,1650,313,802,284,2.9048,,INLAND,2,,98200,107139
-121.99,37.26,29,2718,365,982,339,7.9234,,<1H OCEAN,5,,500001,463644.37
-120.98,37.64,39,2617,659,2052,642,1.6952,,INLAND,2,,65000,73260
-117.87,33.92,14,4039,669,1905,670,6.3303,,<1H OCEAN,5,,303000,285100.01
-117.79,33.77,23,3596,451,1292,458,8.5403,,<1H OCEAN,5,,451300,367140.03
-117.96,33.73,22,3479,455,1454,488,6.6324,,<1H OCEAN,5,,347600,311942
-121.63,37.12,17,1830,398,1110,388,2.4821,,<1H OCEAN,2,,248200,152432
-117.89,33.77,29,2577,445,1849,470,4.4732,,<1H OCEAN,3,,194800,194520
-118.24,34.15,7,2063,670,1892,643,1.7301,,<1H OCEAN,2,,202300,190473
-122.06,37.96,37,1784,313,788,304,4.2917,,NEAR BAY,3,,189600,182623
-119.85,36.76,10,2067,450,845,354,1.8214,,INLAND,2,,80100,64713
-118.09,34.01,36,1465,363,1538,342,3.5469,,<1H OCEAN,3,,150600,157001
-123.73,39.17,20,4620,1042,1745,794,2.375,,NEAR OCEAN,2,,158800,136381.01
-121.4,36.84,40,2352,536,1430,535,3.0912,,INLAND,3,,155300,171976
-118.21,33.8,41,1251,279,1053,278,3.2778,,NEAR OCEAN,3,,150800,170225
-119.62,36.56,30,1722,372,1467,403,1.8878,,INLAND,2,,51600,58263
-118.81,34.25,4,9147,1827,3950,1661,5.716,,<1H OCEAN,4,,320800,293440.05
-117.1,33,5,15502,2613,7417,2358,5.9094,,<1H OCEAN,4,,261100,280496.03
-118.38,33.86,15,1778,311,908,330,7.674,,<1H OCEAN,5,,329300,425284.48
-118.31,34.04,29,2038,578,2070,570,2.0658,,<1H OCEAN,2,,214600,179001
-121.5,38.52,37,2008,466,1261,427,2.2574,,INLAND,2,,59100,90235
-118,34.13,35,1005,224,742,221,3.5481,,INLAND,3,,158100,167472
-118.35,33.91,19,1949,559,1282,498,2.7813,,<1H OCEAN,2,,231300,227898
-118.98,35.37,36,1562,398,1223,329,0.9675,,INLAND,1,,47100,52240
-117.9,33.88,28,2696,346,947,356,9.0055,,<1H OCEAN,5,,375400,449649.47
-121.65,39.16,16,5022,1103,2087,956,2.3963,,INLAND,2,,114800,92110
-119.81,36.6,24,2246,462,1291,394,2.4006,,INLAND,2,,76400,65809
-118.02,34.15,44,2419,437,1045,432,3.875,,INLAND,3,,280800,291968
-118.09,34.7,6,4558,804,1543,563,2.8548,,INLAND,2,,138500,114737
-118.42,34.27,37,1024,246,1371,239,3.225,,<1H OCEAN,3,,147500,147730
-118.32,34.07,52,2156,306,861,311,8.8062,,<1H OCEAN,5,,500001,464642.5
-122.46,37.73,52,3547,506,1276,491,8.0069,,NEAR BAY,5,,426800,490770.92
-116.53,33.78,18,2547,463,411,214,2.5489,,INLAND,2,,220500,159080
-120.99,39.22,16,1497,275,737,243,2.8942,,INLAND,2,,182500,128965
-116.47,34.07,22,5473,1234,2581,1098,1.9375,,INLAND,2,,65300,84699
-122.28,37.82,52,1170,235,701,233,1.6098,,NEAR BAY,2,,87500,98371
-118.47,35.64,17,2248,535,927,427,1.3023,,INLAND,1,,68500,73917
-118.26,33.97,46,1086,249,880,250,1.5962,,<1H OCEAN,2,,95700,100301
-117.2,32.78,38,2662,498,1132,496,4.0057,,NEAR OCEAN,3,,241600,299473.04
-118.55,34.28,16,8879,,3468,1200,8.1125,,<1H OCEAN,5,,428600,406901.09
-117.86,33.84,19,1725,392,920,400,3.0087,,<1H OCEAN,3,,159400,200961
-117.78,33.78,6,9792,1283,3744,1179,10.1714,,<1H OCEAN,5,,481500,465154.25
-121.86,37.41,16,2938,589,1718,568,5.5073,,<1H OCEAN,4,,178900,252121.01
-117.58,34.11,14,11635,2055,6443,2009,4.7547,,INLAND,4,,157600,168582
-118.02,34.12,38,1778,288,870,281,6.5784,,INLAND,5,,408500,412048.24
-117.08,32.93,5,14944,2490,6600,2407,6.0857,,<1H OCEAN,5,,308300,278725.01
-117.62,34.02,16,2040,325,1207,324,5.0431,,INLAND,4,,164100,163033
-117.25,32.86,27,2530,469,594,326,7.2821,,NEAR OCEAN,5,,500001,432487.3
-121.32,37.96,47,1700,344,922,357,3.1845,,INLAND,3,,87200,117426
-118.45,33.96,36,2723,547,1090,519,6.3267,,<1H OCEAN,5,,500001,444718.42
-119.79,36.77,30,1610,410,1000,397,2.0357,,INLAND,2,,60200,66654
-118.2,33.92,42,1411,314,1432,322,3.0871,,<1H OCEAN,3,,138800,147001
-118.33,34.16,23,1359,428,770,380,3.4016,,<1H OCEAN,3,,234600,266015.03
-118.24,33.89,34,1479,332,1166,322,2.6165,,<1H OCEAN,2,,100900,104728
-115.38,32.81,35,1263,262,950,241,1.8958,,INLAND,2,,67500,65756
-117.82,33.85,18,1810,305,1189,326,5.2227,,<1H OCEAN,4,,213500,233009
-121.97,37.3,25,5463,1351,2758,1310,3.0079,,<1H OCEAN,3,,277300,211867
-121.24,38.75,5,9137,1368,3667,1294,5.4896,,INLAND,4,,229600,225698
-118.91,36.79,19,1616,324,187,80,3.7857,,INLAND,3,,78600,101195
-121.27,37.95,43,557,165,573,144,1.7212,,INLAND,2,,59000,71764
-122.49,37.75,52,2226,385,1177,416,4.8516,,NEAR OCEAN,4,,323800,328998.02
-123.2,39.15,27,990,238,592,225,2.0074,,<1H OCEAN,2,,96200,114659
-122.26,37.54,5,1649,388,779,376,6.9635,,NEAR BAY,5,,417300,368373.12
-117.29,33.05,28,1146,338,672,292,3.1667,,NEAR OCEAN,3,,300000,297536.12
-118.39,33.88,31,1448,244,607,259,8.1513,,<1H OCEAN,5,,500001,483472.62
-118.24,33.99,28,312,89,498,87,2.4107,,<1H OCEAN,2,,96400,110550
-117.92,33.77,28,3614,960,3282,889,3.522,,<1H OCEAN,3,,190300,179821
-118.16,33.86,26,6607,1663,4066,1558,2.5068,,<1H OCEAN,2,,156300,163910
-122.16,37.71,36,666,132,366,134,3.4643,,NEAR BAY,3,,175000,171752
-119.67,36.82,2,2579,376,1133,342,4.5577,,INLAND,4,,123300,126260
-122.24,37.47,40,1504,270,689,287,6.1244,,NEAR OCEAN,5,,308800,370571.07
-122.6,38.11,23,8642,1294,3594,1253,5.3962,,<1H OCEAN,4,,301500,279764
-117.61,33.63,2,4678,817,1970,712,6.1078,,<1H OCEAN,5,,219000,302388.04
-118.28,33.96,23,1983,611,2048,600,1.5313,,<1H OCEAN,2,,91400,121305.02
-117.89,33.85,18,2036,414,1292,380,3.875,,<1H OCEAN,3,,273000,198026
-121.77,36.93,24,1943,447,1844,461,3.0192,,<1H OCEAN,3,,184300,171365
-121.37,38.68,36,1775,296,937,305,3.1786,,INLAND,3,,83400,97671
-118.26,33.85,25,2324,326,1087,328,5.293,,<1H OCEAN,4,,207000,247046
-122.17,37.73,43,1473,371,1231,341,2.1587,,NEAR BAY,2,,86500,105849
-122.54,37.96,44,1552,204,596,208,10.129,,NEAR BAY,5,,500001,495935.95
-124.16,40.8,52,2416,618,1150,571,1.7308,,NEAR OCEAN,2,,80500,91066
-120.45,34.66,7,3329,504,1462,452,4.7875,,NEAR OCEAN,4,,198300,217903.01
-120.45,34.95,10,2207,644,2232,543,2.375,,<1H OCEAN,2,,98500,134501
-117.17,33.34,15,3313,679,1022,564,2.7986,,<1H OCEAN,2,,189900,152344
-118.42,34,33,1139,299,734,257,3.2708,,<1H OCEAN,3,,325000,351853.1
-119.35,36.52,39,3027,608,2199,592,2.6445,,INLAND,2,,62000,73342
-121.84,37.29,4,2937,648,1780,665,4.3851,,<1H OCEAN,3,,160400,209538
-120.24,37.96,34,1747,395,935,362,1.625,,INLAND,2,,79400,87429
-122.42,37.77,52,4226,1315,2619,1242,2.5755,,NEAR BAY,2,,325000,314079.03
-117.91,33.9,27,829,114,383,133,9.3125,,<1H OCEAN,5,,293500,469707.44
-121.53,38.58,33,4988,1169,2414,1075,1.9728,,INLAND,2,,76400,92438
-121.23,37.8,11,2451,665,1155,533,2.2254,,INLAND,2,,130800,123156
-117.65,33.58,2,2411,354,703,217,7.8061,,<1H OCEAN,5,,331400,327338.02
-121,37.6,22,4412,925,3116,817,2.6899,,INLAND,2,,82100,114034
-118.07,34.17,36,2415,394,1215,413,5.5418,,INLAND,4,,326100,357415.02
-117.69,33.64,16,2592,372,1279,383,6.9741,,<1H OCEAN,5,,262000,313403.02
-121.78,37.23,18,1747,317,1055,285,5.898,,<1H OCEAN,4,,229100,268754.02
-121.85,37.4,23,1793,319,1145,310,5.5968,,<1H OCEAN,4,,243200,238657
-121.32,37.98,20,1591,589,1916,536,1.3531,,INLAND,1,,94600,95993
-118.16,33.84,36,2831,573,1462,569,3.8646,,<1H OCEAN,3,,214600,217550
-118.04,34.12,44,2007,288,921,307,6.5989,,INLAND,5,,500001,395628.17
-122.21,37.8,50,2833,605,1260,552,2.8929,,NEAR BAY,2,,216700,165038
-117.8,34.05,5,4536,1178,2485,909,4.1118,,<1H OCEAN,3,,125900,219300.01
-121.43,38.61,33,2289,576,1100,503,2.1694,,INLAND,2,,95700,97510
-121.8,36.72,14,2493,407,1296,418,5.4508,,<1H OCEAN,4,,190000,276776
-122.02,37.58,15,3052,760,2097,728,3.3617,,NEAR BAY,3,,178100,217160
-119.32,36.19,11,1281,291,861,313,1.0962,,INLAND,1,,72300,56224
-118.2,33.81,46,1388,254,742,241,4.6458,,NEAR OCEAN,4,,212100,214269
-117.91,33.75,8,2346,679,3842,674,3.0635,,<1H OCEAN,3,,160000,168400
-118.13,34.02,38,1243,310,788,286,2.5852,,<1H OCEAN,2,,185100,174486
-118.12,34.7,7,4915,885,2833,874,4.3229,,INLAND,3,,130000,143211
-122.41,37.75,52,2164,606,2034,513,2.0325,,NEAR BAY,2,,178100,244371
-118.26,34.09,51,1532,366,669,333,3.6434,,<1H OCEAN,3,,278800,251264
-122.29,37.92,36,1450,235,568,234,6,,NEAR BAY,4,,311400,331203.02
-117.43,34.1,34,1345,265,834,290,3.7011,,INLAND,3,,99500,104517
-117.9,33.71,16,4208,630,2592,662,6.1966,,<1H OCEAN,5,,260500,285216
-118.43,33.9,27,1536,377,553,326,5.4088,,<1H OCEAN,4,,500001,422847.36
-121.43,36.5,14,1835,468,1867,461,2.3879,,<1H OCEAN,2,,129800,121335
-120.45,37.32,21,1318,202,618,197,4.8214,,INLAND,4,,117800,136004
-118.25,33.93,40,975,270,1068,270,0.9889,,<1H OCEAN,1,,87500,91356
-122.5,37.74,45,1771,349,1098,342,3.7552,,NEAR OCEAN,3,,296600,274254
-122.04,37.95,29,866,138,341,133,4.7188,,NEAR BAY,4,,197100,219620
-117.34,34.02,28,2683,708,2047,636,2.275,,INLAND,2,,85400,91973
-118.26,33.9,38,1566,318,981,318,4.0234,,<1H OCEAN,3,,111900,142417
-120.45,34.94,24,1702,447,1240,417,2.4091,,<1H OCEAN,2,,115500,120526
-117.24,33.18,19,3337,565,1646,554,5.0195,,<1H OCEAN,4,,200200,245866.01
-118.15,34.18,46,2230,488,1985,456,2.2328,,<1H OCEAN,2,,142100,164011.01
-122.16,37.46,45,2068,348,844,366,6.227,,NEAR BAY,5,,417800,426308.26
-117.95,33.78,9,3553,1035,2017,986,2.9726,,<1H OCEAN,2,,133800,187204
-119.05,34.13,12,57,22,69,15,5.0066,,NEAR OCEAN,4,,275000,294704.11
-118.3,33.98,44,1597,388,902,321,1.9556,,<1H OCEAN,2,,93300,105147
-120.98,37.69,18,3176,468,1296,471,5.5684,,INLAND,4,,185100,189301
-118.27,34.05,52,1292,864,2081,724,0.9563,,<1H OCEAN,1,,275000,240572
-122.41,37.8,52,1866,748,2957,710,1.8295,,NEAR BAY,2,,243800,243170.04
-117.98,33.99,26,3343,455,1429,457,7.0778,,<1H OCEAN,5,,334300,375021.04
-121.93,37.31,26,2182,704,1638,704,2.8981,,<1H OCEAN,2,,229800,212637
-121.44,38.61,33,1591,466,1000,418,1.0467,,INLAND,1,,70100,71998
-118.28,34.76,19,3430,601,1817,571,4.7875,,INLAND,4,,163600,151937
-117.02,32.79,36,2211,384,868,329,4.0491,,<1H OCEAN,3,,147900,164770
-117.21,34.08,5,5749,1385,2382,1088,3.0587,,INLAND,3,,143100,116588
-118.21,34.05,45,2146,607,2868,625,2.121,,<1H OCEAN,2,,144000,145761
-121.22,37.8,37,1038,222,521,211,2.125,,INLAND,2,,91900,104409
-122.45,37.77,52,2645,626,1275,553,3.35,,NEAR BAY,3,,492900,394943.16
